Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Maize,Clay Loam,Vegetative,Flood,Medium,41.29,38.41,61.27,7.04,2.74,3.77,2.01,Medium,5.75,MAIZE,Synthetic
Banana,Clay,Vegetative,Drip,High,19.72,29.57,54.55,1.48,32.32,2.12,1.65,Medium,5.33,BANANA,Synthetic
Potato,Sandy Loam,Vegetative,Rainfed,High,44.07,36.26,60.18,11.0,27.34,2.59,1.51,Low,2.19,POTATO,Synthetic
Soybean,Sandy Loam,Maturity,Drip,Low,13.12,30.14,52.75,5.05,12.75,7.8,1.25,High,10.59,SOYBEAN,Synthetic
Groundnut,Clay Loam,Vegetative,Sprinkler,Medium,58.29,40.15,88.07,5.98,30.35,3.48,1.33,Low,4.56,GROUNDNUT,Synthetic
Tomato,Sandy Loam,Grain Filling,Sprinkler,High,55.15,22.34,50.46,6.36,63.88,6.59,1.86,High,9.0,TOMATO,Synthetic
Sugarcane,Clay Loam,Grain Filling,Rainfed,Low,71.76,38.54,80.98,3.41,93.98,6.47,0.36,High,12.0,SUGARCANE,Synthetic
Sugarcane,Sandy,Flowering,Flood,Low,38.15,34.08,85.29,13.53,112.81,4.23,0.51,Medium,7.84,SUGARCANE,Synthetic
Maize,Sandy,Grain Filling,Sprinkler,Medium,13.3,18.9,36.19,1.94,58.54,2.79,2.32,Medium,7.16,MAIZE,Synthetic
Wheat,Sandy,Vegetative,Flood,High,52.64,35.36,62.05,21.35,92.23,7.66,1.14,High,8.6,WHEAT,Synthetic
Banana,Sandy Loam,Seedling,Drip,Medium,55.28,32.39,49.77,5.82,18.95,3.8,0.23,Low,3.4,BANANA,Synthetic
Potato,Clay Loam,Flowering,Sprinkler,Medium,51.85,38.39,78.77,14.7,7.51,3.79,14.91,Low,5.67,POTATO,Synthetic
Groundnut,Loamy,Vegetative,Drip,Medium,56.25,30.04,65.99,10.11,79.82,4.38,1.95,Medium,7.44,GROUNDNUT,Synthetic
Tomato,Sandy,Flowering,Rainfed,Low,19.85,38.03,38.43,3.49,42.82,6.06,16.45,High,12.0,TOMATO,Synthetic
Tomato,Sandy Loam,Vegetative,Flood,Medium,25.55,22.51,74.81,9.85,103.27,5.5,0.35,Medium,7.26,TOMATO,Synthetic
Wheat,Loamy,Vegetative,Drip,Medium,50.59,19.27,49.67,0.96,61.9,5.04,0.46,Low,5.36,WHEAT,Synthetic
Soybean,Loamy,Flowering,Sprinkler,Medium,22.03,22.99,48.83,13.43,43.91,3.56,0.24,Low,4.05,SOYBEAN,Synthetic
Wheat,Sandy,Maturity,Rainfed,High,26.47,23.0,87.93,5.4,45.62,2.43,0.7,Low,3.32,WHEAT,Synthetic
Potato,Clay Loam,Vegetative,Drip,Medium,35.42,33.29,45.96,3.93,8.03,3.84,2.1,Medium,7.15,POTATO,Synthetic
Rice,Loamy,Seedling,Rainfed,Medium,41.07,26.34,38.02,5.93,78.8,3.76,0.23,Low,4.71,RICE,Synthetic
Soybean,Clay,Grain Filling,Drip,Medium,16.03,25.91,68.9,8.91,46.79,6.49,6.01,High,11.3,SOYBEAN,Synthetic
Sugarcane,Loamy,Flowering,Drip,Low,57.7,21.07,83.85,11.08,24.99,3.35,0.36,Low,5.24,SUGARCANE,Synthetic
Wheat,Sandy Loam,Grain Filling,Flood,Medium,66.23,40.55,87.13,7.64,43.38,2.38,0.42,Low,1.13,WHEAT,Synthetic
Groundnut,Sandy,Flowering,Sprinkler,Medium,26.13,18.01,56.55,17.22,84.52,7.03,1.66,High,9.76,GROUNDNUT,Synthetic
Maize,Clay,Vegetative,Flood,Medium,49.98,21.64,61.8,7.08,121.54,7.74,16.37,High,8.19,MAIZE,Synthetic
Maize,Sandy,Flowering,Flood,Medium,65.85,41.99,61.48,21.3,31.84,5.76,11.23,High,8.77,MAIZE,Synthetic
Banana,Sandy Loam,Grain Filling,Drip,Medium,26.53,40.17,41.96,4.96,12.97,2.93,0.22,Medium,6.67,BANANA,Synthetic
Sugarcane,Loamy,Vegetative,Sprinkler,High,48.21,31.25,35.67,15.5,60.1,4.84,1.82,High,8.0,SUGARCANE,Synthetic
Sugarcane,Loamy,Flowering,Rainfed,Medium,25.44,35.35,68.95,4.85,30.54,2.43,9.59,Medium,5.52,SUGARCANE,Synthetic
Rice,Loamy,Vegetative,Flood,Low,14.18,35.7,52.61,36.77,98.44,6.02,0.29,High,11.9,RICE,Synthetic
Cotton,Clay Loam,Seedling,Sprinkler,Low,71.56,33.01,68.15,17.06,31.65,3.98,4.43,Low,4.92,COTTON,Synthetic
Sugarcane,Sandy,Vegetative,Flood,Medium,59.4,32.76,47.32,9.29,133.18,7.56,17.35,High,9.82,SUGARCANE,Synthetic
Potato,Clay Loam,Grain Filling,Drip,Medium,58.51,28.89,59.36,6.02,82.88,5.05,0.33,Low,4.89,POTATO,Synthetic
Wheat,Clay,Maturity,Rainfed,Low,21.91,38.1,79.19,1.97,74.76,4.55,2.49,Low,4.67,WHEAT,Synthetic
Wheat,Sandy,Flowering,Sprinkler,Low,56.97,25.48,35.83,12.01,57.82,3.28,0.32,Medium,6.91,WHEAT,Synthetic
Tomato,Clay,Grain Filling,Sprinkler,Medium,31.33,27.49,86.71,18.88,66.33,3.76,1.06,Medium,7.22,TOMATO,Synthetic
Rice,Sandy Loam,Vegetative,Flood,Medium,25.7,25.39,72.35,8.85,71.32,2.04,1.32,Low,3.69,RICE,Synthetic
Potato,Sandy Loam,Vegetative,Flood,Low,31.36,32.73,84.93,5.35,37.8,6.01,0.48,High,10.44,POTATO,Synthetic
Banana,Loamy,Flowering,Drip,Medium,25.57,27.38,67.09,24.89,41.05,5.63,0.55,High,9.92,BANANA,Synthetic
Banana,Clay Loam,Vegetative,Rainfed,Low,54.88,21.77,82.99,9.47,30.88,5.35,7.55,High,10.04,BANANA,Synthetic
Tomato,Sandy Loam,Flowering,Sprinkler,Medium,61.42,22.87,70.19,6.88,38.16,7.13,0.21,High,10.0,TOMATO,Synthetic
Banana,Sandy Loam,Maturity,Flood,High,32.92,30.32,79.47,9.73,139.3,4.29,5.24,Medium,5.58,BANANA,Synthetic
Wheat,Loamy,Flowering,Drip,Low,46.94,37.22,61.56,11.96,96.35,3.11,0.22,Medium,5.97,WHEAT,Synthetic
Tomato,Loamy,Flowering,Flood,Medium,38.72,34.68,64.84,12.51,22.56,6.92,18.02,High,10.31,TOMATO,Synthetic
Sugarcane,Loamy,Seedling,Drip,Medium,40.88,24.24,49.34,2.3,27.09,3.52,1.32,Low,5.63,SUGARCANE,Synthetic
Soybean,Sandy,Vegetative,Rainfed,High,15.29,36.78,68.61,22.36,14.86,7.08,3.12,High,9.72,SOYBEAN,Synthetic
Groundnut,Sandy,Flowering,Flood,Medium,16.98,38.05,59.38,6.89,29.4,6.4,19.18,High,9.51,GROUNDNUT,Synthetic
Cotton,Clay Loam,Maturity,Flood,Medium,35.79,31.9,42.8,8.54,55.17,7.94,0.34,High,9.32,COTTON,Synthetic
Wheat,Loamy,Vegetative,Sprinkler,Low,34.84,22.24,41.66,3.99,56.0,6.65,10.43,High,10.88,WHEAT,Synthetic
Banana,Sandy,Vegetative,Drip,Low,69.14,40.38,75.01,26.38,99.85,3.62,0.2,Low,5.85,BANANA,Synthetic
Potato,Clay,Vegetative,Flood,High,12.36,40.38,77.16,5.31,76.59,6.52,0.84,Medium,7.52,POTATO,Synthetic
Sugarcane,Loamy,Vegetative,Rainfed,Low,14.54,28.94,82.27,11.8,34.09,6.3,1.27,High,12.0,SUGARCANE,Synthetic
Maize,Clay Loam,Grain Filling,Rainfed,Medium,67.36,25.54,33.96,34.42,21.72,5.1,0.35,Medium,7.51,MAIZE,Synthetic
Groundnut,Sandy Loam,Seedling,Drip,Medium,45.91,25.94,49.18,1.66,104.93,2.92,0.21,Low,2.96,GROUNDNUT,Synthetic
Tomato,Sandy Loam,Grain Filling,Flood,Low,54.12,19.1,55.35,3.34,28.92,4.94,10.99,High,9.5,TOMATO,Synthetic
Rice,Loamy,Vegetative,Flood,Medium,52.96,41.33,52.92,22.73,88.88,6.7,3.84,High,10.34,RICE,Synthetic
Tomato,Loamy,Seedling,Rainfed,High,44.65,32.72,50.59,7.71,18.81,3.67,0.25,Low,6.24,TOMATO,Synthetic
Potato,Clay Loam,Maturity,Sprinkler,Low,65.21,37.67,80.89,1.92,10.39,5.33,8.62,Low,5.78,POTATO,Synthetic
Sugarcane,Sandy,Vegetative,Drip,Medium,60.83,30.59,70.62,6.84,46.79,4.38,18.57,Medium,7.19,SUGARCANE,Synthetic
Rice,Clay Loam,Grain Filling,Flood,High,68.77,26.85,57.37,3.72,54.2,4.52,1.28,Medium,6.57,RICE,Synthetic
Rice,Sandy,Flowering,Flood,High,33.62,25.85,35.49,6.34,51.1,7.12,0.43,High,8.88,RICE,Synthetic
Wheat,Clay Loam,Maturity,Flood,Medium,43.2,30.69,86.2,10.55,65.89,7.38,1.28,Medium,8.46,WHEAT,Synthetic
Cotton,Clay Loam,Vegetative,Rainfed,Medium,52.39,38.61,84.95,5.34,7.8,3.28,1.48,Low,2.76,COTTON,Synthetic
Maize,Loamy,Grain Filling,Rainfed,Low,15.4,22.52,59.66,1.27,50.06,3.04,11.11,Medium,7.0,MAIZE,Synthetic
Wheat,Sandy Loam,Seedling,Drip,Medium,22.7,27.31,38.3,7.08,52.02,4.55,1.44,Low,4.37,WHEAT,Synthetic
Rice,Loamy,Grain Filling,Drip,Low,20.75,25.88,59.81,21.27,36.45,6.4,16.07,High,12.0,RICE,Synthetic
Sugarcane,Sandy,Vegetative,Rainfed,High,52.61,34.94,69.44,10.96,18.53,7.02,2.23,High,9.62,SUGARCANE,Synthetic
Tomato,Loamy,Grain Filling,Sprinkler,Low,47.81,23.15,37.81,7.39,68.68,3.18,0.91,Low,5.28,TOMATO,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,Medium,71.35,19.69,75.37,3.48,28.08,6.75,4.72,High,8.39,COTTON,Synthetic
Groundnut,Loamy,Grain Filling,Sprinkler,High,53.01,29.43,82.61,3.97,24.95,4.82,0.23,Medium,6.85,GROUNDNUT,Synthetic
Maize,Sandy,Seedling,Drip,Medium,32.99,28.31,41.4,6.0,40.75,2.47,4.2,Low,2.42,MAIZE,Synthetic
Rice,Loamy,Seedling,Rainfed,Medium,56.42,32.62,68.62,18.98,49.67,2.92,0.86,Low,2.02,RICE,Synthetic
Maize,Clay Loam,Grain Filling,Flood,Medium,20.89,21.48,88.73,16.93,98.94,7.17,1.17,High,11.47,MAIZE,Synthetic
Soybean,Sandy Loam,Vegetative,Drip,Low,33.84,39.96,52.03,19.86,79.85,3.88,0.41,Medium,8.59,SOYBEAN,Synthetic
Banana,Loamy,Vegetative,Flood,Medium,56.34,41.8,82.34,4.4,62.71,4.8,0.38,Medium,6.75,BANANA,Synthetic
Sugarcane,Clay Loam,Maturity,Drip,Low,70.2,19.94,62.59,21.21,113.5,3.18,1.12,Low,3.3,SUGARCANE,Synthetic
Rice,Loamy,Vegetative,Sprinkler,Medium,25.91,18.71,81.15,10.13,15.34,3.48,1.17,Low,4.45,RICE,Synthetic
Soybean,Loamy,Vegetative,Drip,Medium,71.58,39.57,52.8,25.71,3.69,3.22,0.38,Low,4.81,SOYBEAN,Synthetic
Cotton,Sandy Loam,Grain Filling,Rainfed,High,29.28,24.27,88.7,1.09,44.81,4.9,2.41,Medium,7.77,COTTON,Synthetic
Cotton,Sandy,Vegetative,Sprinkler,High,46.32,31.64,55.37,2.55,25.25,6.63,4.27,Medium,8.38,COTTON,Synthetic
Cotton,Sandy,Maturity,Sprinkler,Medium,38.35,30.06,35.27,6.92,63.52,4.29,13.09,Medium,6.47,COTTON,Synthetic
Tomato,Sandy,Vegetative,Rainfed,Medium,27.13,20.56,55.6,19.8,105.06,3.29,0.46,Low,4.02,TOMATO,Synthetic
Soybean,Sandy Loam,Flowering,Drip,Low,24.99,23.5,49.81,5.84,32.33,3.2,12.67,Low,4.57,SOYBEAN,Synthetic
Sugarcane,Clay Loam,Vegetative,Drip,Low,34.84,40.87,35.89,11.94,11.43,4.83,0.86,High,11.29,SUGARCANE,Synthetic
Rice,Loamy,Seedling,Rainfed,High,63.54,41.33,55.34,39.16,99.87,6.84,6.24,Medium,6.02,RICE,Synthetic
Rice,Clay Loam,Flowering,Drip,Low,33.66,24.88,39.48,8.35,97.95,6.8,9.24,High,12.0,RICE,Synthetic
Rice,Clay,Flowering,Flood,Medium,55.3,25.22,77.61,12.96,120.94,5.59,4.83,High,8.88,RICE,Synthetic
Potato,Clay,Grain Filling,Drip,High,36.5,27.54,50.47,17.16,68.98,5.62,5.1,Low,5.13,POTATO,Synthetic
Wheat,Sandy,Maturity,Drip,High,46.26,27.54,81.73,27.19,61.87,7.43,0.37,Low,5.46,WHEAT,Synthetic
Rice,Loamy,Grain Filling,Sprinkler,Medium,45.07,34.35,57.78,6.21,73.23,2.27,0.96,Low,5.07,RICE,Synthetic
Maize,Loamy,Flowering,Drip,Medium,49.56,39.86,66.51,2.85,35.04,3.57,7.77,Medium,6.55,MAIZE,Synthetic
Tomato,Clay Loam,Grain Filling,Drip,Medium,41.3,18.36,40.07,21.0,70.39,5.76,2.5,Medium,6.98,TOMATO,Synthetic
Rice,Loamy,Seedling,Sprinkler,Medium,51.99,39.28,60.13,5.16,58.0,4.17,1.04,Low,3.88,RICE,Synthetic
Tomato,Clay Loam,Vegetative,Rainfed,Medium,26.43,23.6,37.26,15.85,49.08,4.03,0.22,Medium,6.14,TOMATO,Synthetic
Banana,Sandy Loam,Maturity,Rainfed,Medium,44.39,24.42,81.44,10.81,60.69,2.56,0.67,Low,2.46,BANANA,Synthetic
Wheat,Clay Loam,Maturity,Drip,Medium,59.43,26.61,86.05,12.78,95.11,3.07,7.46,Low,2.53,WHEAT,Synthetic
Potato,Sandy,Vegetative,Rainfed,High,28.88,37.22,70.54,12.13,136.48,3.05,2.7,Low,5.89,POTATO,Synthetic
Soybean,Loamy,Maturity,Flood,High,63.34,32.66,79.79,0.39,28.72,5.12,3.21,Medium,5.47,SOYBEAN,Synthetic
Maize,Clay Loam,Grain Filling,Flood,High,41.07,41.56,69.6,4.55,70.5,2.97,3.46,Low,4.69,MAIZE,Synthetic
Maize,Clay Loam,Maturity,Sprinkler,Medium,50.11,22.04,76.6,3.95,15.05,3.91,16.09,Low,5.2,MAIZE,Synthetic
Rice,Sandy Loam,Vegetative,Drip,Medium,32.74,38.07,32.7,13.55,126.75,3.6,0.34,Medium,5.0,RICE,Synthetic
Potato,Clay Loam,Vegetative,Rainfed,Low,32.86,22.61,81.32,10.5,64.11,4.1,0.22,Medium,6.1,POTATO,Synthetic
Banana,Clay Loam,Flowering,Drip,Low,16.25,34.89,70.04,3.4,37.22,4.73,9.48,High,11.11,BANANA,Synthetic
Rice,Sandy,Flowering,Sprinkler,Medium,40.05,21.56,78.75,5.38,41.93,2.27,1.36,Low,4.74,RICE,Synthetic
Groundnut,Loamy,Flowering,Rainfed,Low,66.64,25.1,51.51,8.17,30.7,2.39,0.42,Medium,6.44,GROUNDNUT,Synthetic
Potato,Sandy Loam,Grain Filling,Sprinkler,Low,46.51,23.98,74.69,12.25,224.96,6.33,0.53,High,8.73,POTATO,Synthetic
Potato,Sandy Loam,Maturity,Rainfed,Medium,58.42,27.26,82.41,6.32,15.27,6.29,16.22,Low,3.59,POTATO,Synthetic
Groundnut,Loamy,Grain Filling,Drip,High,63.03,39.37,35.78,18.21,93.23,4.11,15.97,Medium,6.0,GROUNDNUT,Synthetic
Sugarcane,Sandy Loam,Maturity,Drip,Medium,36.81,29.14,86.79,5.76,20.09,2.63,0.23,Low,3.33,SUGARCANE,Synthetic
Groundnut,Clay Loam,Seedling,Flood,Low,56.47,32.02,73.67,32.43,103.86,5.77,0.86,Medium,7.09,GROUNDNUT,Synthetic
Cotton,Loamy,Vegetative,Drip,Medium,30.78,33.52,64.12,20.53,40.08,6.8,1.55,High,9.18,COTTON,Synthetic
Tomato,Loamy,Flowering,Rainfed,Medium,12.42,26.55,88.05,2.63,50.79,6.79,19.26,High,9.48,TOMATO,Synthetic
Rice,Clay Loam,Flowering,Drip,Medium,47.57,41.93,52.54,5.18,28.84,6.86,16.37,High,10.99,RICE,Synthetic
Groundnut,Sandy Loam,Grain Filling,Rainfed,Low,63.22,28.69,33.06,15.54,134.33,6.9,17.63,High,10.33,GROUNDNUT,Synthetic
Maize,Clay Loam,Flowering,Flood,High,33.54,26.04,43.63,5.31,75.32,6.97,0.8,High,10.51,MAIZE,Synthetic
Potato,Loamy,Vegetative,Flood,Low,42.8,32.5,46.55,0.55,77.28,3.24,6.36,Medium,6.31,POTATO,Synthetic
Groundnut,Clay Loam,Vegetative,Flood,Medium,51.59,40.08,55.07,2.12,79.14,5.59,7.27,Medium,7.04,GROUNDNUT,Synthetic
Sugarcane,Sandy,Maturity,Sprinkler,Medium,34.9,34.26,59.09,12.55,21.01,5.11,16.01,Medium,7.15,SUGARCANE,Synthetic
Rice,Sandy,Grain Filling,Drip,High,43.69,19.01,71.24,4.08,50.13,4.9,0.69,High,7.93,RICE,Synthetic
Wheat,Loamy,Flowering,Flood,High,71.75,23.61,44.5,8.16,52.79,6.07,1.44,Medium,7.05,WHEAT,Synthetic
Banana,Sandy,Grain Filling,Sprinkler,Low,45.24,27.68,44.57,11.84,43.81,5.2,4.94,High,9.59,BANANA,Synthetic
Cotton,Sandy,Vegetative,Sprinkler,Medium,33.8,30.25,54.51,4.33,164.83,7.09,1.44,High,10.88,COTTON,Synthetic
Soybean,Sandy,Flowering,Drip,Medium,44.03,22.39,69.34,24.68,50.77,3.47,9.82,Low,3.72,SOYBEAN,Synthetic
Sugarcane,Sandy,Grain Filling,Drip,Medium,31.73,37.97,79.36,7.05,77.95,2.5,3.3,Low,5.3,SUGARCANE,Synthetic
Groundnut,Clay Loam,Vegetative,Rainfed,High,66.26,20.41,33.78,14.49,40.58,7.55,5.99,High,8.53,GROUNDNUT,Synthetic
Potato,Clay,Vegetative,Flood,Low,31.7,37.41,87.45,16.74,156.41,3.18,4.48,Medium,6.54,POTATO,Synthetic
Banana,Loamy,Vegetative,Rainfed,Medium,44.12,27.54,89.87,9.82,114.84,2.25,3.8,Low,3.63,BANANA,Synthetic
Groundnut,Sandy Loam,Flowering,Rainfed,Low,15.64,22.11,80.02,52.29,67.12,5.47,0.28,High,8.14,GROUNDNUT,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Rainfed,High,61.38,29.31,72.94,5.65,84.36,6.77,0.34,High,9.44,SUGARCANE,Synthetic
Soybean,Clay,Grain Filling,Flood,Low,25.81,18.52,61.8,16.3,8.43,2.75,1.45,Low,3.46,SOYBEAN,Synthetic
Sugarcane,Sandy Loam,Vegetative,Sprinkler,Medium,46.64,31.72,79.38,0.35,31.37,7.26,0.42,High,11.6,SUGARCANE,Synthetic
Groundnut,Sandy,Maturity,Flood,Medium,16.78,26.03,50.51,2.72,37.03,2.94,2.43,Medium,6.52,GROUNDNUT,Synthetic
Soybean,Sandy Loam,Flowering,Flood,High,28.62,33.4,37.66,13.79,80.73,3.15,1.92,Low,6.04,SOYBEAN,Synthetic
Wheat,Loamy,Vegetative,Rainfed,High,41.57,40.23,63.77,13.47,70.41,7.15,1.41,High,8.89,WHEAT,Synthetic
Rice,Sandy,Flowering,Drip,Medium,21.78,18.88,78.93,10.07,102.98,6.42,2.75,High,10.07,RICE,Synthetic
Tomato,Clay Loam,Flowering,Flood,Medium,46.57,20.57,49.02,5.88,52.3,7.94,0.22,High,10.95,TOMATO,Synthetic
Maize,Sandy,Grain Filling,Flood,Medium,48.53,20.58,77.31,12.76,45.46,7.32,2.02,High,9.8,MAIZE,Synthetic
Soybean,Sandy,Vegetative,Flood,Low,17.67,40.35,82.4,8.59,99.24,5.84,5.3,High,10.13,SOYBEAN,Synthetic
Maize,Clay Loam,Grain Filling,Drip,High,47.34,28.16,43.44,18.88,29.82,6.44,1.26,Medium,8.37,MAIZE,Synthetic
Sugarcane,Sandy Loam,Maturity,Sprinkler,Medium,40.54,21.15,79.54,3.85,80.91,6.61,3.42,High,8.96,SUGARCANE,Synthetic
Rice,Sandy Loam,Flowering,Flood,Medium,67.44,40.02,64.47,5.08,31.89,2.1,0.79,Low,5.08,RICE,Synthetic
Maize,Sandy,Vegetative,Rainfed,Medium,29.97,28.03,71.06,3.03,66.34,7.45,1.2,High,11.07,MAIZE,Synthetic
Banana,Sandy Loam,Flowering,Drip,Medium,53.62,34.32,59.97,26.93,13.74,5.59,0.37,High,10.05,BANANA,Synthetic
Sugarcane,Sandy,Vegetative,Sprinkler,Medium,54.13,31.06,66.93,9.23,40.91,3.3,2.95,Low,4.76,SUGARCANE,Synthetic
Rice,Loamy,Flowering,Rainfed,Low,23.39,32.87,36.8,17.34,36.22,3.11,0.28,Medium,7.23,RICE,Synthetic
Potato,Clay Loam,Vegetative,Sprinkler,Medium,49.68,37.53,35.74,3.28,82.72,4.45,1.43,Low,5.67,POTATO,Synthetic
Wheat,Sandy,Maturity,Drip,Low,70.59,35.03,87.78,5.21,65.87,2.78,0.62,Low,3.22,WHEAT,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Sprinkler,Low,61.25,20.59,67.07,14.91,39.62,4.62,9.38,High,8.77,SUGARCANE,Synthetic
Soybean,Sandy Loam,Seedling,Flood,Medium,18.09,26.18,61.64,5.24,35.04,2.58,1.72,Low,1.21,SOYBEAN,Synthetic
Potato,Loamy,Seedling,Flood,High,23.22,18.49,77.36,2.75,84.72,6.96,0.39,Medium,6.36,POTATO,Synthetic
Groundnut,Clay Loam,Flowering,Flood,Medium,38.06,24.53,43.87,10.87,23.93,7.12,0.88,High,10.5,GROUNDNUT,Synthetic
Banana,Sandy,Grain Filling,Drip,High,42.65,25.93,59.08,13.88,62.53,5.14,2.61,High,8.12,BANANA,Synthetic
Groundnut,Loamy,Flowering,Flood,High,25.92,33.91,72.64,0.96,27.5,7.07,14.06,High,8.79,GROUNDNUT,Synthetic
Sugarcane,Loamy,Vegetative,Drip,Medium,49.2,37.58,52.24,10.81,63.02,2.4,5.45,Low,4.39,SUGARCANE,Synthetic
Sugarcane,Clay Loam,Flowering,Drip,Medium,28.53,25.37,44.11,4.9,50.94,5.91,0.35,High,11.3,SUGARCANE,Synthetic
Tomato,Sandy,Vegetative,Drip,Medium,50.78,40.5,81.62,15.9,14.79,3.88,1.62,Low,5.71,TOMATO,Synthetic
Wheat,Sandy,Vegetative,Flood,Low,35.49,23.48,80.62,4.9,67.97,6.86,2.48,High,9.89,WHEAT,Synthetic
Sugarcane,Loamy,Grain Filling,Drip,Medium,28.7,31.1,87.91,22.47,21.34,3.89,0.81,Medium,6.65,SUGARCANE,Synthetic
Sugarcane,Loamy,Vegetative,Drip,Medium,17.92,32.64,82.79,9.5,24.39,7.37,7.58,High,12.0,SUGARCANE,Synthetic
Wheat,Sandy,Vegetative,Sprinkler,Medium,43.75,26.41,69.48,7.91,47.03,3.17,0.91,Low,2.51,WHEAT,Synthetic
Rice,Loamy,Flowering,Sprinkler,Medium,32.7,18.85,56.43,5.45,114.46,7.35,7.53,High,12.0,RICE,Synthetic
Rice,Clay,Grain Filling,Drip,Medium,20.6,21.9,79.87,10.91,106.14,5.53,0.69,High,10.25,RICE,Synthetic
Soybean,Clay Loam,Grain Filling,Flood,Medium,39.92,34.12,68.64,43.37,119.73,5.53,1.65,Medium,6.55,SOYBEAN,Synthetic
Wheat,Sandy Loam,Grain Filling,Sprinkler,Medium,33.45,25.37,35.92,6.86,119.47,5.86,0.29,High,9.82,WHEAT,Synthetic
Groundnut,Loamy,Vegetative,Rainfed,Medium,59.98,35.12,43.23,5.2,40.09,5.24,10.9,Low,4.98,GROUNDNUT,Synthetic
Banana,Sandy,Flowering,Drip,Medium,51.6,38.37,35.76,14.84,193.66,7.0,0.45,High,11.58,BANANA,Synthetic
Tomato,Clay,Vegetative,Flood,Medium,71.93,29.86,53.7,9.29,41.33,3.09,0.96,Low,2.32,TOMATO,Synthetic
Soybean,Loamy,Flowering,Flood,High,64.83,32.97,84.31,20.43,24.02,6.72,8.4,High,8.35,SOYBEAN,Synthetic
Wheat,Sandy Loam,Seedling,Flood,Low,30.68,22.84,65.12,5.55,66.26,7.45,0.52,Medium,7.81,WHEAT,Synthetic
Sugarcane,Sandy,Seedling,Drip,Medium,57.84,33.37,71.67,6.5,31.7,5.4,2.83,Medium,6.27,SUGARCANE,Synthetic
Soybean,Sandy Loam,Flowering,Drip,Medium,48.37,23.22,52.26,9.89,38.06,5.55,6.03,High,9.05,SOYBEAN,Synthetic
Banana,Sandy Loam,Grain Filling,Drip,Medium,43.64,20.86,50.29,4.53,116.79,2.86,0.98,Low,4.28,BANANA,Synthetic
Tomato,Sandy Loam,Maturity,Sprinkler,Low,50.67,40.28,62.97,2.77,58.82,4.15,0.31,High,7.78,TOMATO,Synthetic
Potato,Sandy,Grain Filling,Flood,High,22.03,33.41,61.1,16.67,49.48,4.86,0.7,Medium,7.01,POTATO,Synthetic
Maize,Clay,Maturity,Sprinkler,Medium,38.73,26.21,54.88,2.84,121.91,4.12,8.04,Medium,5.41,MAIZE,Synthetic
Groundnut,Loamy,Vegetative,Sprinkler,High,40.27,18.43,54.44,11.41,100.4,5.92,1.91,Medium,6.14,GROUNDNUT,Synthetic
Soybean,Clay Loam,Grain Filling,Sprinkler,Medium,12.52,25.6,53.98,7.78,43.14,4.5,0.67,High,7.37,SOYBEAN,Synthetic
Maize,Sandy,Vegetative,Flood,Medium,30.16,19.16,72.52,3.33,8.43,6.24,7.68,Medium,8.25,MAIZE,Synthetic
Sugarcane,Clay Loam,Flowering,Flood,Medium,17.24,32.85,49.25,1.58,54.92,3.38,0.45,Low,5.81,SUGARCANE,Synthetic
Maize,Clay,Maturity,Drip,Medium,42.59,30.06,36.28,14.64,7.1,5.79,19.49,Medium,5.46,MAIZE,Synthetic
Banana,Sandy,Vegetative,Rainfed,High,70.92,27.86,81.41,9.23,53.99,7.69,8.6,High,9.69,BANANA,Synthetic
Tomato,Sandy,Seedling,Rainfed,Medium,41.31,19.62,82.66,7.8,45.46,5.02,10.98,Low,3.67,TOMATO,Synthetic
Banana,Clay,Vegetative,Flood,Medium,15.05,36.81,32.29,12.84,201.22,5.25,11.61,High,8.23,BANANA,Synthetic
Tomato,Clay,Seedling,Flood,High,25.98,41.24,69.06,7.0,29.85,6.31,1.14,Medium,6.45,TOMATO,Synthetic
Wheat,Loamy,Grain Filling,Rainfed,Low,27.97,31.72,36.2,2.21,39.99,2.38,4.85,Low,5.06,WHEAT,Synthetic
Soybean,Clay Loam,Vegetative,Drip,Medium,50.43,23.45,64.2,25.95,38.42,5.2,0.5,Medium,5.54,SOYBEAN,Synthetic
Wheat,Loamy,Maturity,Flood,Medium,25.93,27.08,45.11,5.05,22.4,6.03,3.97,Medium,6.76,WHEAT,Synthetic
Soybean,Sandy,Flowering,Rainfed,Low,40.61,32.6,45.26,16.91,24.49,6.28,9.16,High,9.83,SOYBEAN,Synthetic
Tomato,Loamy,Grain Filling,Flood,Medium,62.16,37.51,89.42,7.46,82.24,3.99,3.87,Medium,6.65,TOMATO,Synthetic
Groundnut,Sandy Loam,Flowering,Rainfed,Low,25.02,19.0,73.74,17.44,48.54,4.22,0.91,Medium,6.03,GROUNDNUT,Synthetic
Wheat,Clay,Flowering,Rainfed,Medium,69.73,38.03,39.97,4.28,16.84,6.68,5.14,High,8.0,WHEAT,Synthetic
